College,Gender,Race,Year,demographics tooltip,Number of students
Medical School,Female,"White, only",2008,No students match your selections or these data are privacy suppressed.,
Medical School,Female,Hispanic,2008,No students match your selections or these data are privacy suppressed.,
Medical School,Female,"Black or African American, only",2008,No students match your selections or these data are privacy suppressed.,
Medical School,Female,"Asian, only",2008,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"White, only",2018,37 (0.1%) students,37
Medical School,Male,Hispanic,2018,8 (0.0%) students,8
Medical School,Male,"Asian, only",2018,12 (0.0%) students,12
Medical School,Male,"White, only",2017,30 (0.1%) students,30
Medical School,Male,Hispanic,2017,5 (0.0%) students,5
Medical School,Male,"Asian, only",2017,6 (0.0%) students,6
Medical School,Male,"White, only",2016,16 (0.0%) students,16
Medical School,Male,Hispanic,2016,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"Asian, only",2016,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"White, only",2015,No students match your selections or these data are privacy suppressed.,
Medical School,Male,Hispanic,2015,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"Asian, only",2015,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"White, only",2014,No students match your selections or these data are privacy suppressed.,
Medical School,Male,Hispanic,2014,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"Asian, only",2014,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"White, only",2013,No students match your selections or these data are privacy suppressed.,
Medical School,Male,Hispanic,2013,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"Asian, only",2013,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"White, only",2012,No students match your selections or these data are privacy suppressed.,
Medical School,Male,Hispanic,2012,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"Asian, only",2012,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"White, only",2011,No students match your selections or these data are privacy suppressed.,
Medical School,Male,Hispanic,2011,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"Asian, only",2011,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"White, only",2010,No students match your selections or these data are privacy suppressed.,
Medical School,Male,Hispanic,2010,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"Asian, only",2010,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"White, only",2009,No students match your selections or these data are privacy suppressed.,
Medical School,Male,Hispanic,2009,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"Asian, only",2009,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"White, only",2008,No students match your selections or these data are privacy suppressed.,
Medical School,Male,Hispanic,2008,No students match your selections or these data are privacy suppressed.,
Medical School,Male,"Asian, only",2008,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,"White, only",2018,2061 (4.0%) students,2061
Natural Sciences,Female,Unknown or Blank,2018,66 (0.1%) students,66
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2018,184 (0.4%) students,184
Natural Sciences,Female,Non-resident Alien,2018,390 (0.8%) students,390
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2018,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,Hispanic,2018,1419 (2.7%) students,1419
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2018,60 (0.1%) students,60
Natural Sciences,Female,"Black or African American, only",2018,322 (0.6%) students,322
Natural Sciences,Female,"Asian, only",2018,1861 (3.6%) students,1861
Natural Sciences,Female,"American Indian or Alaska Native, only",2018,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,"White, only",2017,2014 (3.9%) students,2014
Natural Sciences,Female,Unknown or Blank,2017,64 (0.1%) students,64
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2017,163 (0.3%) students,163
Natural Sciences,Female,Non-resident Alien,2017,369 (0.7%) students,369
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2017,6 (0.0%) students,6
Natural Sciences,Female,Hispanic,2017,1317 (2.6%) students,1317
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2017,50 (0.1%) students,50
Natural Sciences,Female,"Black or African American, only",2017,296 (0.6%) students,296
Natural Sciences,Female,"Asian, only",2017,1698 (3.3%) students,1698
Natural Sciences,Female,"American Indian or Alaska Native, only",2017,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,"White, only",2016,1989 (3.9%) students,1989
Natural Sciences,Female,Unknown or Blank,2016,54 (0.1%) students,54
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2016,168 (0.3%) students,168
Natural Sciences,Female,Non-resident Alien,2016,372 (0.7%) students,372
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2016,9 (0.0%) students,9
Natural Sciences,Female,Hispanic,2016,1318 (2.6%) students,1318
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2016,45 (0.1%) students,45
Natural Sciences,Female,"Black or African American, only",2016,321 (0.6%) students,321
Natural Sciences,Female,"Asian, only",2016,1632 (3.2%) students,1632
Natural Sciences,Female,"American Indian or Alaska Native, only",2016,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,"White, only",2015,2115 (4.2%) students,2115
Natural Sciences,Female,Unknown or Blank,2015,41 (0.1%) students,41
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2015,171 (0.3%) students,171
Natural Sciences,Female,Non-resident Alien,2015,365 (0.7%) students,365
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2015,7 (0.0%) students,7
Natural Sciences,Female,Hispanic,2015,1249 (2.5%) students,1249
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2015,41 (0.1%) students,41
Natural Sciences,Female,"Black or African American, only",2015,319 (0.6%) students,319
Natural Sciences,Female,"Asian, only",2015,1582 (3.1%) students,1582
Natural Sciences,Female,"American Indian or Alaska Native, only",2015,6 (0.0%) students,6
Natural Sciences,Female,"White, only",2014,2229 (4.4%) students,2229
Natural Sciences,Female,Unknown or Blank,2014,32 (0.1%) students,32
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2014,166 (0.3%) students,166
Natural Sciences,Female,Non-resident Alien,2014,363 (0.7%) students,363
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2014,9 (0.0%) students,9
Natural Sciences,Female,Hispanic,2014,1234 (2.4%) students,1234
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2014,40 (0.1%) students,40
Natural Sciences,Female,"Black or African American, only",2014,322 (0.6%) students,322
Natural Sciences,Female,"Asian, only",2014,1543 (3.0%) students,1543
Natural Sciences,Female,"American Indian or Alaska Native, only",2014,10 (0.0%) students,10
Natural Sciences,Female,"White, only",2013,2276 (4.4%) students,2276
Natural Sciences,Female,Unknown or Blank,2013,27 (0.1%) students,27
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2013,163 (0.3%) students,163
Natural Sciences,Female,Non-resident Alien,2013,357 (0.7%) students,357
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2013,7 (0.0%) students,7
Natural Sciences,Female,Hispanic,2013,1193 (2.3%) students,1193
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2013,31 (0.1%) students,31
Natural Sciences,Female,"Black or African American, only",2013,324 (0.6%) students,324
Natural Sciences,Female,"Asian, only",2013,1512 (2.9%) students,1512
Natural Sciences,Female,"American Indian or Alaska Native, only",2013,12 (0.0%) students,12
Natural Sciences,Female,"White, only",2012,2231 (4.3%) students,2231
Natural Sciences,Female,Unknown or Blank,2012,22 (0.0%) students,22
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2012,127 (0.2%) students,127
Natural Sciences,Female,Non-resident Alien,2012,349 (0.7%) students,349
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2012,7 (0.0%) students,7
Natural Sciences,Female,Hispanic,2012,1072 (2.1%) students,1072
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2012,25 (0.0%) students,25
Natural Sciences,Female,"Black or African American, only",2012,319 (0.6%) students,319
Natural Sciences,Female,"Asian, only",2012,1479 (2.8%) students,1479
Natural Sciences,Female,"American Indian or Alaska Native, only",2012,11 (0.0%) students,11
Natural Sciences,Female,"White, only",2011,2071 (4.1%) students,2071
Natural Sciences,Female,Unknown or Blank,2011,27 (0.1%) students,27
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2011,93 (0.2%) students,93
Natural Sciences,Female,Non-resident Alien,2011,342 (0.7%) students,342
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2011,5 (0.0%) students,5
Natural Sciences,Female,Hispanic,2011,979 (1.9%) students,979
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2011,14 (0.0%) students,14
Natural Sciences,Female,"Black or African American, only",2011,296 (0.6%) students,296
Natural Sciences,Female,"Asian, only",2011,1346 (2.6%) students,1346
Natural Sciences,Female,"American Indian or Alaska Native, only",2011,8 (0.0%) students,8
Natural Sciences,Female,"White, only",2010,2071 (4.1%) students,2071
Natural Sciences,Female,Unknown or Blank,2010,26 (0.1%) students,26
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2010,55 (0.1%) students,55
Natural Sciences,Female,Non-resident Alien,2010,351 (0.7%) students,351
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2010,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,Hispanic,2010,930 (1.8%) students,930
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2010,8 (0.0%) students,8
Natural Sciences,Female,"Black or African American, only",2010,293 (0.6%) students,293
Natural Sciences,Female,"Asian, only",2010,1330 (2.6%) students,1330
Natural Sciences,Female,"American Indian or Alaska Native, only",2010,8 (0.0%) students,8
Natural Sciences,Female,"White, only",2009,2174 (4.3%) students,2174
Natural Sciences,Female,Unknown or Blank,2009,16 (0.0%) students,16
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2009,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,Non-resident Alien,2009,335 (0.7%) students,335
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2009,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,Hispanic,2009,880 (1.7%) students,880
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2009,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,"Black or African American, only",2009,300 (0.6%) students,300
Natural Sciences,Female,"Asian, only",2009,1325 (2.6%) students,1325
Natural Sciences,Female,"American Indian or Alaska Native, only",2009,12 (0.0%) students,12
Natural Sciences,Female,"White, only",2008,2284 (4.6%) students,2284
Natural Sciences,Female,Unknown or Blank,2008,14 (0.0%) students,14
Natural Sciences,Female,"Two or more, excluding Hispanic and Black or African American",2008,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,Non-resident Alien,2008,331 (0.7%) students,331
Natural Sciences,Female,"Native Hawaiian or Other Pacific Islander, only",2008,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,Hispanic,2008,857 (1.7%) students,857
Natural Sciences,Female,"Black or African American, two or more excluding Hispanic",2008,No students match your selections or these data are privacy suppressed.,
Natural Sciences,Female,"Black or African American, only",2008,314 (0.6%) students,314
Natural Sciences,Female,"Asian, only",2008,1289 (2.6%) students,1289
Natural Sciences,Female,"American Indian or Alaska Native, only",2008,16 (0.0%) students,16
Natural Sciences,Male,"White, only",2018,1817 (3.5%) students,1817
